id,car_variant,year_of_vehicle_manufacture,month_of_vehicle_manufacture,odometer_reading,odometer_reading_present,vehicle_fuel_type,registered_color,vehicle_make,vehicle_model,accidental_vehicle,city,car_valuation
668,INNOVA CRYSTA 2.4 G 8S,2020,1,,0,Diesel,,TOYOTA KIRLOSKAR MOTORS LTD,INNOVA CRYSTA 2.4 G 8S,,Mahabubnagar,1631179.7918350364
455,INNOVA CRYSTA,2014,7,,0,Diesel,,Toyota,Innova Crysta 2016-2020,,Jaipur,1060724.0975893047
217,LXi,2018,2,103657.32078868465,1,Petrol + CNG,,Maruti,WAGON R,,Pune,419445.7759609904
337,Delta,2018,4,89101.7910788273,1,Petrol,,Maruti,Baleno,,Jaipur,693768.4946423005
627,LXi,2023,3,1106.7858608580673,1,Petrol,,Maruti,Swift,,Delhi,633351.0832880115
138,GD,2015,9,70237.33550382049,1,Diesel,,Toyota,Etios Liva,,Puducherry,515098.60251018044
758,CNG 5 Seater AC,2018,1,73922.391246791,1,Petrol + CNG,,Maruti,Eeco,,Bhiwandi,443093.428897826
369,XF 3 0L Premium Luxury,2015,7,75012.43056155297,1,Diesel,,Jaguar,XF,,Chennai,3046939.4130179835
654,LX D AT 4WD 4S,2023,9,7126.701930819538,1,Diesel,,Mahindra,Thar,,Rajsamand,1518245.1880880708
695,Vxi,2020,9,51115.97166522717,1,Petrol,,Maruti,Swift,,Udaipur,748283.0644348955
539,GO T,2015,4,,0,Petrol,,Nissan,DATSUN,,Kalawad,295443.72636774316
768,2.4 ZX 7 STR,2015,5,100070.6936735189,1,Diesel,,Toyota,Innova / Crysta,,Bengaluru,787461.9876167808
255,G MT,2021,12,12919.693499662506,1,Petrol,,Toyota,Glanza,,Nagpur,795479.9059544853
587,Zeta,2018,4,49831.304720897264,1,Petrol,,Maruti,Baleno,,Krishnagiri,602818.6619270053
760,S11,2020,8,90084.51985254695,1,Diesel,,Mahindra,Scorpio,,Rajkot,1458857.4103019952
45,1.4 E Plus,2017,7,136158.89743245995,1,Diesel,,Hyundai,CRETA,,Manuguru,859649.0158266327
470,V W POLO 1 2 MPI HIGHLINE,2016,10,20805.994322965667,1,Petrol,,Volkswagen,Polo GT,,Coimbatore,757627.4055186657
663,XZ,2019,9,15711.112765729948,1,Petrol,,Tata,Altroz,,Ghaziabad,757714.2059833899
652,BALENO DELTA,2019,1,,0,Diesel,,Maruti,BALENO DELTA,,Hyderabad,690057.2874434034
723,VVT ZXI,2014,1,78524.70407964001,1,Petrol,,Maruti,SWIFT,,Davangere,481713.7482747867
363,CIAZ S,2017,2,,0,Petrol,,Maruti,Ciaz s,,Bangalore,725872.0584067265
478,ETIOS,2016,6,,0,Diesel,,TOYOTA,ETIOS,,Kurnool,689327.8854205657
308,RXT BSIV,2020,9,11776.457758661592,1,Petrol,,Renault,KWID,,Jaipur,472406.6182077119
358,V W POLO 1 0L MPI,2020,9,,0,Petrol,,Volkswagen,V W POLO 1 0L MPI,,Hyderabad,714764.0822380421
230,1.0L MPI,2017,10,,0,Petrol,,Volkswagen,Polo,,Bangalore,751491.9100647143
298,Sigma,2017,11,,0,Petrol,,Maruti,Ignis,,Delhi,370851.5851223727
760,S11,2019,8,90750.7748406522,1,Diesel,,Mahindra,Scorpio,,Rajkot,1493036.710888329
472,Titanium,2020,11,,0,Petrol,,Ford,EcoSport,,GURGAON,728455.0295342128
322,1.2 CRDi Asta,2016,3,91573.65849552646,1,Petrol,,Hyundai,Grand i10,,Kancheepuram,452411.9558424839
530,S5,2021,7,33911.12474319848,1,Diesel,,Mahindra,Scorpio,,Delhi,1354146.2891118978
157,1.6 CRDI SX,2019,8,82914.04442257606,1,Diesel,,Hyundai,Verna,,Gurdwara Patiala,945194.6600315549
110,VXI BS IV,2014,3,,0,Petrol,,Maruti,Wagon R,,Bangalore,408606.85753892374
779,1.0 RXL AMT,2020,1,27611.429883954723,1,Petrol,,Renault,KWID,,Bhilwara,420486.4458521161
530,S5,2020,7,35521.3077290183,1,Diesel,,Mahindra,Scorpio,,Delhi,1413684.01152035
557,1.2 Sportz,2019,2,18003.307301678607,1,Petrol,,Hyundai,Grand i10,,Delhi,485889.23263062735
274,ZLX,2016,9,81664.38819131334,1,Diesel,,Mahindra,Bolero Power Plus,,Ludhiana,645116.8046183252
214,ZDI,2020,4,71350.14968109126,1,Diesel,,Maruti,SWIFT,,Pune,749096.7416108829
366,LXI,2014,8,72617.11654236715,1,Petrol,,Maruti,WAGON R,,Udaipur,381442.2238852334
215,Sigma,2019,10,62579.192146881236,1,Petrol,,Maruti,Baleno,,Lucknow,503264.7729128785
515,1.5 Revotorq XE,2020,3,46771.84746698471,1,Diesel,,Tata,Nexon,,Faridabad,777368.5393917506
562,LXI CNG,2022,11,17586.873260982804,1,Petrol + CNG,,Maruti,WAGON R,,Pune,636308.4421641902
654,LX D AT 4WD 4S,2023,10,7416.830601891257,1,Diesel,,Mahindra,Thar,,Rajsamand,1580166.446481432
610,RXT BSIV,2015,5,,0,Petrol,,RENAULT,KWID,,Thiruvallur,330223.22789548646
565,Asta Opt,2019,5,38626.02467726583,1,Petrol,,Hyundai,i20,,Mangaluru,650960.8543305758
508,BREZZA VDI,2017,7,,0,Diesel,,Maruti,VITARA BREZZA VDI,,Thiruvadanai Tk,827766.1071068787
480,ZXi,2022,12,11253.681864096128,1,Petrol,,Maruti,Celerio,,Thane,666312.3307736068
681,VW POLO GT 1 2 TSI,2014,10,20796.07696589655,1,Petrol,,Volkswagen,Polo GT,,Coimbatore,762874.0991038921
51,DCI XV BSIV,2011,5,,0,Diesel,,NISSAN,SUNNY,,Chennai,472089.13600481936
625,Magna,2019,1,59155.298267687715,1,Petrol,,Hyundai,Grand i10,,Ghaziabad,509764.1890140836
566,LXi,2021,8,42350.48511197302,1,Petrol + CNG,,Maruti,Alto,,Ghaziabad,435601.04037069937
705,WAGON R VXI,2014,9,,0,Petrol,,Maruti,WAGON R VXI,,Hyderabad,381372.32801060635
540,CIAZ,2017,4,,0,Petrol,,Maruti,Ciaz S,,Bangalore,686240.2521677772
159,CNG LXI,2023,4,37365.65916580498,1,Petrol + CNG,,Maruti,Wagon R,,Thane,650362.6276704242
548,1.6 CRDi SX,2020,3,34904.33030074158,1,Diesel,,Hyundai,Verna,,Ludhiana,1293888.514239163
226,Magna,2016,8,86726.47170651412,1,Diesel,,Hyundai,Grand i10,,Ludhiana,421202.41193922487
465,GL F/L,2013,5,,0,Petrol,,Hyundai,Santro,,ghaziabad,202085.40964494544
531,W10 2WD,2016,4,79517.34794584091,1,Diesel,,Mahindra,XUV500,,Nagpur,850616.1705654907
237,Sportz,2014,3,68827.45318769808,1,Diesel,,Hyundai,i20,,Shimoga,461840.7393990279
24,LXi,2023,1,3472.407151918141,1,Petrol,,Maruti,Alto,,Noida,419451.58085046883
214,ZDI,2018,4,69566.06378652787,1,Diesel,,Maruti,SWIFT,,Pune,724637.5870496656
8,S,2020,5,40459.90094867143,1,Petrol,,Hyundai,Creta,,Baghpat,1281065.29970945
447,VDi,2018,9,75382.72941127428,1,Diesel,,Maruti,Vitara Brezza,,Faridabad,790528.641359879
396,1.5 E MT,2014,6,51664.1269377611,1,Petrol,,Honda,City,,Delhi,646782.5612695091
608,1.5 Revotorq XMA,2017,4,117309.56243585682,1,Diesel,,Tata,Nexon,,Faridabad,596684.8626050375
240,ZXi,2022,3,40245.32075821406,1,Petrol,,Maruti,Celerio,,Kolhapur,584812.9264857478
730,T8,2015,2,35523.943154282955,1,Diesel,,Mahindra,TUV 300,,Morbi,646678.1184975248
67,85 PS RXL,2013,1,80570.2407532142,1,Diesel,,Renault,Duster,,Surat,534532.0955120269
44,1.2 MPI Comfortline,2015,8,101681.37619055441,1,Petrol,,Volkswagen,Polo,,Jamnagar,488660.92604193144
57,MAHINDRA BOLERO ZLX,2015,2,,0,Diesel,,Mahindra and Mahindra limited,MAHINDRA BOLERO ZLX,,Coimbatore,629662.052406512
298,Sigma,2019,9,,0,Petrol,,Maruti,Ignis,,Delhi,353374.14523177844
253,S i-VTEC,2016,2,82248.41189858958,1,Petrol,,Honda,Amaze,,Meerut,355249.9458864736
342,SMART HYBRID VXI,2021,12,,0,Petrol,,MARUTI SUZUKI INDIA LTD,ERTIGA,,Kancheepuram,907035.8473878041
767,VDi,2015,6,78022.89945883582,1,Diesel,,Maruti,Swift,,Rajkot,460576.26832194964
591,S,2019,6,14383.178683773236,1,Petrol,,Hyundai,Venue,,Nagpur,828668.4464253831
245,LXI,2019,11,28411.307573021313,1,Petrol,,Maruti,ALTO,,Udaipur,403812.28090682917
20,Alpha,2019,5,47648.17577401895,1,Petrol,,Maruti,Baleno,,Gurgaon,660986.0942381159
486,1.5 TDI Highline,2014,6,107878.07562050692,1,Diesel,,Volkswagen,Polo,,Hyderabad,619147.0741929506
27,VTVT 1.6 SX,2014,7,123964.24198435707,1,Petrol + CNG,,Hyundai,Verna,,Nashik,453941.8925451768
10,VDi,2017,7,34357.46405456745,1,Diesel,,Maruti,Dzire,,Villupuram,706306.332444203
28,Alpha,2018,8,58548.622010175386,1,Petrol,,Maruti,Ciaz,,Gurgaon,729609.6718426466
49,Sportz,2020,3,160949.17444257435,1,Petrol + CNG,,Hyundai,Grand i10,,Rajsamand,451261.7615784317
502,1.5 V MT O,2014,7,,0,Diesel,,HONDA CARS INDIA LTD,MOBILIO,,Mysuru,449658.9525420919
34,G,2013,12,62744.01385048196,1,Petrol,,Toyota,Etios,,Puducherry,465783.61293991096
469,RAPID AMBITION TDI,2011,5,,0,Diesel,,Skoda,RAPID AMBITION TDI,,Hyderabad,424037.3466520458
82,1.6 VTVT S,2017,7,66521.9374973242,1,Petrol,,Hyundai,Creta,,Delhi,812563.138615219
88,1 6 VTVT SXP,2016,8,,0,Petrol,,HYUNDAI,CRETA 1 6 VTVT SXP,,Coimbatore,946640.9129137675
353,W8,2023,6,30701.523678323152,1,Diesel,,Mahindra,XUV300,,Ahmedabad,1224584.1741527934
152,W8 Option,2020,7,75194.02568711531,1,Diesel,,Mahindra,XUV300,,Jamnagar,1170131.2841727934
555,ZXi,2022,4,25034.54054029223,1,Petrol,,Maruti,Swift,,Pune,677026.2400230792
433,HTK Plus D,2022,8,11705.926809115403,1,Diesel,,Kia,Seltos,,Faridabad,1533555.4004217293
322,1.2 CRDi Asta,2015,3,76789.55047348092,1,Petrol,,Hyundai,Grand i10,,Kancheepuram,439457.62664455996
719,1.5  MT,2014,7,22844.955070656066,1,Petrol,,Honda,City,,Kalyan,600411.2139476943
232,EECO 5 SEATER WITH AC,2014,1,,0,Petrol,,Maruti,EECO 5 SEATER WITH AC,,Hyderabad,345593.45203259774
24,LXi,2024,1,3731.124083576219,1,Petrol,,Maruti,Alto,,Noida,422645.58402627124
253,S i-VTEC,2016,1,86118.05677845642,1,Petrol,,Honda,Amaze,,Meerut,370161.6190435985
146,VXI 1.2,2018,6,26247.055140509852,1,Petrol,,Maruti,Dzire,,Surat,645582.3053989644
727,VX,2013,7,82072.99553711602,1,Diesel,,Tata,Safari Storme,,Pune,533603.0960432005
157,1.6 CRDI SX,2018,7,89122.4382735383,1,Diesel,,Hyundai,Verna,,Gurdwara Patiala,971736.6116246413
699,LXI CNG,2021,4,41039.475245085974,1,Petrol + CNG,,Maruti,WAGON R,,Gwalior,573712.1434907537
323,Ciaz Hybrid,2017,12,84797.18551071441,1,Diesel,,Maruti,Ciaz Hybrid,,Pune,592550.9001505234
395,DELTA BSIV,2015,9,,0,Diesel,,MARUTI SUZUKI INDIA LTD,S CROSS,,Chennai,661454.5854482162
114,LXI CNG,2018,4,,0,Petrol,,Maruti,Alto 800,,Rajkot,331931.937046994
705,WAGON R VXI,2015,9,,0,Petrol,,Maruti,WAGON R VXI,,Hyderabad,392470.2503140609
660,LXi,2021,3,95464.10042392761,1,Petrol,,Maruti,Swift,,Gurgaon,561323.0717993699
445,RXT,2017,1,,0,Petrol,,Renault,KWID 2015-2019,,Mandya,377647.93883255956
694,2.5 VX (Diesel) 7 Seater,2012,12,,0,Diesel,,Toyota,Innova,,Bangalore,1118585.1239396469
151,PRIME T CRDI BSIV,2017,2,,0,Diesel,,HYUNDAI,GRAND I10,,Kancheepuram,419108.3055103028
23,XMS 1 2 RT 90PS ABS,2014,1,,0,Petrol,,TATA,ZEST,,Kancheepuram,337191.58142062864
361,Vxi,2021,2,15768.945459264814,1,Petrol,,Maruti,Swift,,Faridabad,684685.1680830654
285,VXI,2014,1,,0,Petrol,,Maruti,Swift Dzire,,North East Delhi,539009.0329232299
711,VXI 1.2 BS IV,2016,3,,0,Petrol + CNG,,Maruti,Dzire 2017-2020,,Hapur,487844.24975707557
174,BOLERO POWER PLUS ZLX,2016,7,,0,Diesel,,Mahindra,BOLERO POWER PLUS ZLX,,Hyderabad,708447.6900321657
375,M8,2018,1,24556.843713154107,1,Diesel,,Mahindra,Marazzo,,Coimbatore,1438555.9959569531
388,XE,2018,9,57373.37552554223,1,Diesel,,Tata,Bolt,,Hoshiarpur,485270.6385896092
123,SX,2020,10,78421.65751838591,1,Diesel,,Hyundai,CRETA,,Hyderabad,1755147.8754835033
467,PRIME T CRDI BSIV,2019,2,,0,Diesel,,HYUNDAI,GRAND I10,,Chennai,445487.768591642
292,SX iMT,2022,1,44439.85563751511,1,Diesel,,Hyundai,Venue,,Nagpur,1150563.9289738927
107,VXI,2013,11,,0,Petrol,,Maruti,Swift,,Bangalore,485769.0316963497
610,RXT BSIV,2015,5,,0,Petrol,,RENAULT,KWID,,Thiruvallur,350360.3514092161
778,Titanium Diesel,2018,4,98889.08019517767,1,Diesel,,Ford,Freestyle,,Ghaziabad,502951.1923144092
62,D75 K6 Plus,2017,9,77471.92917101014,1,Petrol,,Mahindra,KUV 100,,Lucknow,339794.3730678812
135,Sportz 1.2,2015,2,22524.7908258514,1,Petrol,,Hyundai,Elite i20,,Airoli,439133.0171984623
250,Eon Magna,2014,3,,0,Petrol,,Hyundai,Hyundai Eon Megna,,Tiruvallur,241645.65648851093
590,T Option,2016,6,23933.65416838077,1,Petrol,,Datsun,RediGO,,Udaipur,225678.51775137061
145,S6 Plus 7 Seater,2017,10,,0,Diesel,,Mahindra,Scorpio,,NORTH EAST DELHI,645725.6630562478
159,CNG LXI,2022,3,33037.38294829127,1,Petrol + CNG,,Maruti,Wagon R,,Thane,613142.6024664855
182,Xuv 500 F WD W8,2014,7,,0,Diesel,,Mahindra,Mahindra Xuv 500 F WD W8,,Villupuram,779076.4025007647
741,E MPI STD BSIV,2014,10,147285.56445690128,1,Petrol,,Maruti,Omni,,Tarikere,241373.6527025494
489,1.5 TDI Comfortline,2017,3,95002.72010991511,1,Diesel,,Volkswagen,Ameo,,Coimbatore,526975.1759947861
324,kwid Rxt,2015,7,,0,Petrol,,Renault,kwid Rxt,,Tirukovilur,329124.93367169646
423,LXi,2019,11,51394.183345989375,1,Petrol,,Maruti,Swift,,Faridabad,530153.506788276
757,RXT,2014,12,,0,Petrol,,RENAULT,KWID,,Chennai,313095.930017376
316,Vxi,2016,6,94896.48051324194,1,Petrol,,Maruti,Swift,,Jaipur,399497.4885304273
532,LXi,2020,1,34613.67582750206,1,Petrol,,Maruti,Swift,,Ghaziabad,492991.59184275
560,Magna,2018,1,66261.7205224644,1,Petrol,,Hyundai,Grand i10,,Delhi,404904.74657529604
470,V W POLO 1 2 MPI HIGHLINE,2018,9,22643.638516699786,1,Petrol,,Volkswagen,Polo GT,,Coimbatore,750792.7372429147
126,Sportz,2020,9,40756.694050060236,1,Petrol,,Hyundai,i20,,Morbi,666218.1722824334
617,1.2 Revotron XB,2018,11,49829.98938520686,1,Petrol,,Tata,TIAGO,,Delhi,549233.7545830641
772,G,2021,2,52028.05012598514,1,Petrol,,Toyota,Glanza,,Ballabgarh,752807.5210965485
75,LXI CNG,2020,4,43330.70221454392,1,Petrol + CNG,,Maruti,Wagon R,,Ghaziabad,519229.22773901717
64,M2,2017,10,70343.61392321736,1,Diesel,,Mahindra,Marazzo,,Pune,851773.8805509184
137,GT TSI BSIV,2016,5,59905.56990205552,1,Petrol,,Volkswagen,Polo,,Hyderabad,713825.8092795286
170,ZLX BSIII,2017,3,109615.22222180995,1,Diesel,,Mahindra,Bolero,,Salem,802656.1825545629
347,SX,2023,8,92.11622012778804,1,Petrol,,Hyundai,Verna,,Sultanpur,1365411.5006383182
544,1.5D TIT,2013,1,,0,Diesel,,Ford,EcoSport 2013-2015,,Chitradurga,599405.6055221545
768,2.4 ZX 7 STR,2013,4,102431.78358205111,1,Diesel,,Toyota,Innova / Crysta,,Bengaluru,753594.4091834144
742,2.5 Z Diesel 7 Seater BS IV,2015,4,,0,Diesel,,Toyota,Innova,,Baner,1172479.3207380224
31,ZDI Plus,2017,9,82028.78237652224,1,Diesel,,Maruti,Ertiga,,Jangaon,831535.0624170736
92,1.4 EXI,2012,4,,0,Diesel,,FORD,FIGO,,Tiruvallur,260584.39492359612
649,N6,2015,3,49542.145685433476,1,Diesel,,Mahindra,NuvoSport,,South Delhi,356416.1535442993
462,AMAZE 1 5 V MT  I DTEC,2018,6,,0,Diesel,,HONDA,HONDA AMAZE,,Puducherry,734832.5734168463
308,RXT BSIV,2021,11,11876.53499383626,1,Petrol,,Renault,KWID,,Jaipur,476969.1196913215
206,Vxi,2020,10,42427.760137229285,1,Petrol,,Maruti,Swift,,Palwal,636018.5702900224
25,i-DTEC V,2014,2,45912.664948882055,1,Diesel,,Honda,City,,Jaipur,643068.9239017107
676,1.4 CRDi S,2018,5,83941.7203079078,1,Diesel,,Hyundai,CRETA,,Udaipur,884095.8882763204
237,Sportz,2013,2,63687.58428070881,1,Diesel,,Hyundai,i20,,Shimoga,460909.7437272567
510,1.2 CRDi Sportz,2019,10,19348.00033923752,1,Petrol,,Hyundai,Grand i10,,Puducherry,564764.6169591973
189,5 Seater AC,2019,7,29079.390083455994,1,Petrol + CNG,,Maruti,Eeco,,Ghaziabad,476538.0885914156
697,VDi,2015,1,151206.33255747784,1,Diesel,,Maruti,Swift,,Bangalore,530097.7925751633
598,VXI AMT,2020,9,48449.37756137691,1,Petrol,,Maruti,SWIFT,,Pune,478926.5607561516
361,Vxi,2022,2,15784.98275585737,1,Petrol,,Maruti,Swift,,Faridabad,669401.8435855849
520,vxi,2021,2,29828.73491950406,1,Petrol,,Maruti,WAGON R,,Cuddalore,503749.81893157033
645,RXT,2020,7,23440.383031531248,1,Petrol,,Renault,Triber,,Nagpur,607370.1270045512
335,Sigma,2020,2,43421.683170592834,1,Petrol,,Maruti,Baleno,,Ghaziabad,619253.9852111898
760,S11,2020,7,97930.25191159845,1,Diesel,,Mahindra,Scorpio,,Rajkot,1400792.2357245183
52,i VTEC VX,2015,5,106910.7551193903,1,Petrol,,Honda,City,,Udaipur,466447.1657803632
531,W10 2WD,2016,2,81038.06618579413,1,Diesel,,Mahindra,XUV500,,Nagpur,852081.0633387311
455,INNOVA CRYSTA,2013,8,,0,Diesel,,Toyota,Innova Crysta 2016-2020,,Jaipur,1067799.198365534
438,1 2 MPI COMFORTLINE,2015,7,,0,Petrol,,VOLKSWAGEN,POLO,,Chennai,448167.7871544832
67,85 PS RXL,2013,1,73987.88206911586,1,Diesel,,Renault,Duster,,Surat,510335.50662080565
339,1.6 Highline,2014,1,,0,Diesel,,Volkswagen,Vento 2013-2015,,Bangalore,651382.4467453833
29,RENAULT DUSTER RXL,2011,12,,0,Diesel,,RENAULT INDIA PVT LTD,RENAULT DUSTER RXL,,Coimbatore,530727.7383920597
433,HTK Plus D,2022,8,11479.581344830505,1,Diesel,,Kia,Seltos,,Faridabad,1539914.5263061596
701,1.2 mt crdi sx o,2021,2,,0,Diesel,,Hyundai,aura,,Kurnool,832800.43678336
370,1.6 VTVT,1980,3,,0,Petrol,,Hyundai,Verna 2011-2014,,Rajkot,418502.45034998574
493,VX,2015,5,90475.273661654,1,Diesel,,Tata,Safari,,Mumbai,543161.048800831
317,VXI CNG,2021,7,55387.327125376505,1,Petrol + CNG,,Maruti,Celerio,,Faridabad,536831.8743442025
51,DCI XV BSIV,2011,5,,0,Diesel,,NISSAN,SUNNY,,Chennai,466835.34489515156
760,S11,2020,6,92768.91483248996,1,Diesel,,Mahindra,Scorpio,,Rajkot,1487612.1567782012
661,Zeta,2022,10,30369.1324019108,1,Petrol,,Maruti,Baleno,,Udaipur,716024.0018562961
387,T O,2018,9,,0,Petrol,,NISSAN,REDIGO,,New Delhi,260441.43915260994
35,SX,2020,12,24331.19994883781,1,Petrol,,Hyundai,Verna,,Ludhiana,1130486.3149791346
522,Asta Turbo DCT,2021,9,24057.681892920828,1,Petrol,,Hyundai,i20,,Pune,1062506.1454232153
206,Vxi,2021,11,36830.94477887932,1,Petrol,,Maruti,Swift,,Palwal,627649.8963839068
13,VDI,2018,7,92303.51161658204,1,Diesel,,Maruti,ERTIGA,,Bhayander,849160.907110151
774,POLO 1 2 M PIHIGHLINE PLUS,2017,11,,0,Petrol,,Volkswagen,POLO 1 2 M PIHIGHLINE PLUS,,Pondicherry,548260.0835766916
167,VXI 1.2,2022,7,88270.686854449,1,Petrol,,Maruti,Dzire,,Mahabubnagar,636527.7186602557
30,1.1 CRDi Base,2014,3,79436.83518679459,1,Diesel,,Hyundai,Xcent,,Bagalkot,435787.1434763177
361,Vxi,2021,2,16727.01575382536,1,Petrol,,Maruti,Swift,,Faridabad,665163.1415175857
681,VW POLO GT 1 2 TSI,2014,8,17088.688608763736,1,Petrol,,Volkswagen,Polo GT,,Coimbatore,739541.6203470163
770,Vxi,2019,1,50325.19461457608,1,Petrol,,Maruti,Swift,,Chennai,702156.9784330953
384,XZ BSIV,2020,10,74101.07207473008,1,Diesel,,Tata,Harrier,,Ulundurpet,1670706.3363152836
283,1.5 TDI MT,2018,1,,0,Diesel,,Skoda,Rapid,,Rajkot,613614.7495832625
33,1.0 TSI Highline Plus,2022,3,17349.76647325549,1,Petrol,,Volkswagen,Polo,,Coimbatore,919647.4891740726
547,Vxi,2021,9,34846.97184586747,1,Petrol,,Maruti,Swift,,East Delhi,662445.9750206389
44,1.2 MPI Comfortline,2014,9,117560.98007278082,1,Petrol,,Volkswagen,Polo,,Jamnagar,491315.3494345617
129,VXI CNG,2020,1,52099.14901566103,1,Petrol + CNG,,Maruti,Celerio,,Palwal,618107.3921278691
683,SLX,2017,5,166547.1981038154,1,Diesel,,Mahindra,Bolero Power Plus,,Salem,686241.5060632402
322,1.2 CRDi Asta,2016,4,90616.27512803931,1,Petrol,,Hyundai,Grand i10,,Kancheepuram,453594.6746931252
473,Zeta,2020,5,63058.23962155907,1,Petrol,,Maruti,BALENO,,Baramati,698384.4959931481
605,RXL,2020,1,,0,Petrol + CNG,,Renault,KWID,,Surat,400101.9157517376
133,320d GT Luxury Line,2015,3,,0,Diesel,,BMW,3 Series 2015-2019,,Bangalore,2491906.950630488
581,Zxi Optional,2020,5,36029.201543382726,1,Petrol,,Maruti,CELERIO,,Pudicherry,449939.1677573912
723,VVT ZXI,2013,2,77481.04666269125,1,Petrol,,Maruti,SWIFT,,Davangere,458248.99140226294
233,GREEN LXI,2019,2,,0,Petrol,,MARUTI,ALTO 800,,New Delhi,347820.5176170536
198,INNOVA CRYSTA 2.4 Z7 SEATER,2018,8,,0,Diesel,,TOYOTA ETIOS,INNOVA CRYSTA 2.4 Z7 SEATER,,Hyderabad,1757395.4512209902
694,2.5 VX (Diesel) 7 Seater,2013,12,,0,Diesel,,Toyota,Innova,,Bangalore,1131227.3416334447
103,Vxi,2021,12,25238.43785215622,1,Petrol,,Maruti,Vitara Brezza,,Bangalore,879514.3846081643
673,1.3 Alpha,2016,4,129211.24443761852,1,Diesel,,Maruti,Ciaz,,Ludhiana,671338.1177951449
184,1.6 CRDi SX,2015,11,77680.19635416068,1,Diesel,,Hyundai,Verna,,Surat,483152.851177445
695,Vxi,2022,10,50399.13086864558,1,Petrol,,Maruti,Swift,,Udaipur,734571.5858335482
540,CIAZ,2018,2,,0,Petrol,,Maruti,Ciaz S,,Bangalore,726338.7353421604
478,ETIOS,2016,7,,0,Diesel,,TOYOTA,ETIOS,,Kurnool,656735.3011142502
729,zxi,2014,12,,0,Petrol,,Maruti,ERTIGA,,Malad East,522626.665228083
92,1.4 EXI,2013,4,,0,Diesel,,FORD,FIGO,,Tiruvallur,261542.32720135304
174,BOLERO POWER PLUS ZLX,2018,7,,0,Diesel,,Mahindra,BOLERO POWER PLUS ZLX,,Hyderabad,757836.2746175096
734,EX 4X2,2015,11,68393.27653354243,1,Diesel,,Tata,Safari,,Lucknow,728916.9237386995
503,1.6 CRDi SX Option,2019,5,26607.210212775703,1,Diesel,,Hyundai,Verna,,Jaipur,970066.1644381429
612,1.4 CRDi Asta,2020,4,93669.5254784669,1,Diesel,,Hyundai,i20,,Cuddalore,760701.4293792144
633,5 Seater AC,2016,3,66523.03275157335,1,Petrol + CNG,,Maruti,Eeco,,Ghaziabad,315890.3989912672
415,1 2 MT Highline,2014,2,,0,Petrol,,VOLKSWAGEN,POLO,,Tiruvallur,513655.9575792621
609,VDi,2018,10,39982.22827582508,1,Diesel,,Maruti,Vitara Brezza,,Faridabad,777696.5204831486
596,ZXi,2020,6,48413.9819244877,1,Petrol,,Maruti,Ertiga,,Vellore,1036227.439708135
27,VTVT 1.6 SX,2013,5,143206.2253179974,1,Petrol + CNG,,Hyundai,Verna,,Nashik,439325.3424088127
110,VXI BS IV,2015,4,,0,Petrol,,Maruti,Wagon R,,Bangalore,407811.0040327803
323,Ciaz Hybrid,2016,12,80229.89750666861,1,Diesel,,Maruti,Ciaz Hybrid,,Pune,595535.8173017572
656,HIGHLNE,2019,4,,0,Petrol,,Volkswagen,Polo,,Rajkot,677010.8232791844
68,1.2 DURATEC PETROL ZXI,2011,1,,0,Petrol,,FORD,FIGO,,Chennai,252901.16794773028
230,1.0L MPI,2019,10,,0,Petrol,,Volkswagen,Polo,,Bangalore,790819.7724677211
211,GTX Plus,2021,8,99838.55756921014,1,Petrol,,Kia,Seltos,,Cuddapah,1584126.4350278596
264,VX CVT Diesel,2018,8,119792.054067185,1,Diesel,,Honda,Amaze,,Chennai,844128.4117927365
100,i VTEC CVT VX,2018,5,62235.35417099744,1,Petrol,,Honda,City,,Nagpur,1036089.0126935446
236,S,2019,10,19893.675092097492,1,Petrol,,Hyundai,Venue,,Surat,883723.1848680069
320,W7,2018,8,,0,Diesel,,Mahindra,XUV500,,Bangalore,1142743.9424493732
118,EECO 5 SEATER WITH AC HTR,2015,5,,0,Petrol + CNG,,Maruti,Eeco,,Rajkot,366813.8508814413
118,EECO 5 SEATER WITH AC HTR,2014,5,,0,Petrol + CNG,,Maruti,Eeco,,Rajkot,359786.9126912155
165,VTVT SX 1 6,2012,1,,0,Petrol,,HYUNDAI,VERNA,,Chennai,485230.01429224224
44,1.2 MPI Comfortline,2015,7,121474.2502652337,1,Petrol,,Volkswagen,Polo,,Jamnagar,469361.30938756384
230,1.0L MPI,2018,10,,0,Petrol,,Volkswagen,Polo,,Bangalore,796135.7654095261
744,Vdi BSIV,2017,10,27674.076186139562,1,Diesel,,Maruti,Swift Dzire,,Kolhapur,562057.8969048655
683,SLX,2017,7,144137.70284898457,1,Diesel,,Mahindra,Bolero Power Plus,,Salem,732195.200505424
741,E MPI STD BSIV,2013,8,167256.8525110905,1,Petrol,,Maruti,Omni,,Tarikere,232921.04211355606
760,S11,2019,7,87042.76967846828,1,Diesel,,Mahindra,Scorpio,,Rajkot,1430207.7017476063
477,RXT,2017,5,69233.6390902511,1,Petrol + CNG,,Renault,KWID,,Rajkot,328212.2010370926
586,ASTA 1.4 CRDI,2017,1,,0,Petrol,,Hyundai,I20 ASTA 1.4 CRDI,,Bangalore,728647.0772195092
